고객ID,연도,월,추천요금제,일반 주택용_요금원,제주 TOU(3kW)_요금원,구독 기본형_요금원,구독 프리미엄형_요금원
M0017,2025,11,제주 TOU(3kW),163530.78786729998,138888.8814761,139098.9,249900
M0017,2025,12,제주 TOU(3kW),249347.17997629996,184629.4513385,213435.89999999997,249900
M0020,2024,1,구독 기본형,98339.90619879999,105371.26956719998,84900,249900
M0020,2024,2,구독 기본형,116609.00705090002,115871.0125139,98453.70000000001,249900
M0020,2024,3,제주 TOU(3kW),119158.66716109999,99886.18581199998,100662.29999999999,249900
M0020,2024,4,구독 기본형,103722.1756599,92174.5438306,87290.7,249900
M0020,2024,5,구독 기본형,99783.05122450001,90205.89955439999,84900,249900
M0020,2024,6,구독 기본형,126073.43403969999,121918.68317369996,106652.09999999998,249900
M0020,2024,7,일반 주택용,182105.27078239995,189729.90678599998,206143.19999999995,249900
M0020,2024,8,제주 TOU(3kW),235220.7980255,229118.84135350006,264496.5,264496.5
M0020,2024,9,제주 TOU(3kW),229701.42890169992,155574.47542559996,196418.09999999998,249900
M0020,2024,10,제주 TOU(3kW),130173.94690369995,106536.18658059998,110204.09999999996,249900
M0020,2024,11,구독 기본형,106576.94994520003,111001.43654040003,89763.60000000003,249900
M0020,2024,12,구독 기본형,106884.48841000002,109136.15890099999,90030.0,249900
M0020,2025,1,구독 기본형,114346.45210660002,114098.65117840002,96493.80000000002,249900
M0020,2025,2,구독 기본형,99956.21477449998,105383.49988389999,84900,249900
M0020,2025,3,제주 TOU(3kW),126559.33096099999,102960.50341640002,107072.99999999999,249900
M0020,2025,4,일반 주택용,64202.06099720002,73483.30811080002,84900,249900
M0020,2025,5,일반 주택용,70858.3722896,77269.45086140001,84900,249900
M0020,2025,6,구독 기본형,117264.60425119997,115897.70314219997,99021.59999999998,249900
M0020,2025,7,일반 주택용,206615.4032621,207036.32040629996,233070.3,249900
M0020,2025,8,제주 TOU(3kW),232439.0125427999,227081.10104539996,261440.39999999988,261440.39999999988
M0020,2025,9,제주 TOU(3kW),218888.05785839996,148148.13304339998,187051.19999999995,249900
M0020,2025,10,제주 TOU(3kW),127578.91794340001,103979.36866800001,107956.20000000001,249900
M0020,2025,11,구독 기본형,92288.18645339996,101616.93075659996,84900,249900
M0020,2025,12,구독 기본형,89408.82294399997,99551.64600499999,84900,249900
M0021,2024,1,제주 TOU(3kW),297919.55575130007,218876.10591070005,255510.90000000005,255510.90000000005
M0021,2024,2,제주 TOU(3kW),270566.2950662001,204728.0919838,231816.60000000006,249900
M0021,2024,3,제주 TOU(3kW),243945.5161976,157528.44864120003,208756.8,249900
M0021,2024,4,제주 TOU(3kW),186047.2442738,129564.02453400003,158603.4,249900
M0021,2024,5,제주 TOU(3kW),167511.81788180003,120488.88633600003,142547.40000000002,249900
M0021,2024,6,구독 기본형,142414.185599,128001.8494874,120806.99999999999,249900
M0021,2024,7,제주 TOU(3kW),258858.46514569997,243830.95450629992,290465.1,290465.1
M0021,2024,8,제주 TOU(3kW),240613.1527842,228288.40836060003,270420.6,270420.60000000003
M0021,2024,9,제주 TOU(3kW),228055.33619539998,151089.488991,194992.19999999998,249900
M0021,2024,10,제주 TOU(3kW),124326.2138202,99995.38219440002,105138.6,249900
M0021,2024,11,구독 기본형,149599.4339427,131652.86865709999,127031.1,249900
M0021,2024,12,구독 기본형,149334.1473841,133125.2804077,126801.30000000002,249900
M0021,2025,1,제주 TOU(3kW),183398.53461300005,152375.26999240002,156309.00000000003,249900
M0021,2025,2,제주 TOU(3kW),238460.7339149,181223.16281089996,204005.7,249900
M0021,2025,3,제주 TOU(3kW),218035.74686530005,145159.65316860002,186312.90000000002,249900
M0021,2025,4,제주 TOU(3kW),153550.6798266,112968.0731788,130453.8,249900
M0021,2025,5,제주 TOU(3kW),147215.31818630005,110673.17029160004,124965.90000000002,249900
M0021,2025,6,구독 기본형,157488.7652807,136782.21801789996,133865.1,249900
M0021,2025,7,일반 주택용,144903.02016679992,160861.8029129999,165272.3999999999,249900
M0021,2025,8,일반 주택용,130459.4175815,151555.01583810002,149404.5,249900
M0021,2025,9,제주 TOU(3kW),134126.2317689,107594.79278239999,113627.70000000001,249900
M0021,2025,10,구독 기본형,95914.23119040002,86917.05659840003,84900,249900
M0021,2025,11,구독 기본형,118548.4388109,112398.9743555,100133.7,249900
M0021,2025,12,제주 TOU(3kW),188029.6205942,154431.83784979998,160320.59999999998,249900
M0022,2024,1,제주 TOU(3kW),174261.0404065999,147345.38920079995,148393.79999999993,249900
M0022,2024,2,구독 기본형,158616.75264540003,138207.3452438,134842.2,249900
M0022,2024,3,제주 TOU(3kW),164867.6104733,120590.9314526,140256.90000000002,249900
M0022,2024,4,제주 TOU(3kW),133658.69018389995,105571.68172319997,113222.69999999997,249900
M0022,2024,5,제주 TOU(3kW),127082.28488200002,102311.27838680001,107526.00000000003,249900
M0022,2024,6,구독 기본형,137999.55405529996,125771.76521629996,116982.89999999997,249900
M0022,2024,7,일반 주택용,180973.3869279,189548.5097121,204899.69999999995,249900
M0022,2024,8,일반 주택용,218367.60722980002,219178.2306056,245981.40000000002,249900
M0022,2024,9,제주 TOU(3kW),212528.4533211001,146034.96116020004,181542.30000000005,249900
M0022,2024,10,제주 TOU(3kW),126486.60227000002,102194.456497,107010.00000000001,249900
M0022,2024,11,구독 기본형,130164.94239909998,121119.16029709998,110196.29999999997,249900
M0022,2024,12,제주 TOU(3kW),202471.11433709998,162177.04763889997,172830.3,249900
M0022,2025,1,제주 TOU(3kW),217942.23854830005,170101.48480150005,186231.90000000002,249900
M0022,2025,2,제주 TOU(3kW),167821.0879821,140850.6226519,142815.3,249900
M0022,2025,3,제주 TOU(3kW),149834.59004360004,113268.5935892,127234.80000000003,249900
M0022,2025,4,제주 TOU(3kW),135002.78565900002,106098.177129,114387.00000000003,249900
M0022,2025,5,제주 TOU(3kW),142377.4749264,109484.61625640004,120775.20000000001,249900
M0022,2025,6,구독 기본형,143538.0170385,128558.44266789997,121780.49999999999,249900
M0022,2025,7,일반 주택용,184996.55817720003,191893.6931408,209319.60000000003,249900
M0022,2025,8,일반 주택용,205017.9314771,209194.1223911,231315.30000000002,249900
M0022,2025,9,제주 TOU(3kW),192081.9939913,135469.9690834,163830.89999999997,249900
M0022,2025,10,제주 TOU(3kW),144376.12862049998,111607.825427,122506.49999999997,249900
M0022,2025,11,구독 기본형,115437.38247160001,111718.85746700001,97438.80000000002,249900
M0022,2025,12,구독 기본형,127986.89126720002,119289.0352528,108309.6,249900
M0024,2024,1,구독 기본형,113739.68702739994,113388.76266899993,95968.19999999995,249900
M0024,2024,2,구독 기본형,143736.11613969994,134005.23704889996,121952.09999999995,249900
M0024,2024,3,제주 TOU(3kW),158409.9953667,119450.26747919999,134663.09999999998,249900
M0024,2024,4,제주 TOU(3kW),124034.26007489997,102159.38042520001,104885.69999999998,249900
M0024,2024,5,구독 기본형,93789.16810479996,87630.63062319999,84900,249900
M0024,2024,6,구독 기본형,100031.7140823,105109.9458787,84900,249900
M0024,2024,7,일반 주택용,188451.73945850003,191398.65715110005,213115.50000000003,249900
M0024,2024,8,일반 주택용,198567.42233090004,198944.9860391,224228.7,249900
M0024,2024,9,제주 TOU(3kW),229613.46181829995,152491.2184572,196341.89999999997,249900
M0024,2024,10,구독 기본형,117439.8457638,99523.6161626,99173.4,249900
M0024,2024,11,구독 기본형,123060.04194260003,120031.96424660001,104041.80000000002,249900
M0024,2024,12,구독 기본형,152092.2964085001,136502.11321250006,129190.50000000006,249900
M0024,2025,1,구독 기본형,165145.3648075,144329.88690889996,140497.49999999997,249900
M0024,2025,2,구독 기본형,140141.2408417,128711.54291309997,118838.09999999998,249900
M0024,2025,3,제주 TOU(3kW),150493.65051489996,114671.60806079996,127805.69999999997,249900
M0024,2025,4,구독 기본형,103475.2444376,92162.10265220002,87076.8,249900
M0024,2025,5,구독 기본형,112931.35957599997,96638.35168119999,95267.99999999997,249900
M0024,2025,6,구독 기본형,134418.87816840003,126775.51976459997,113881.20000000001,249900
M0024,2025,7,일반 주택용,190579.5172617,196928.04124770002,215453.1,249900
M0024,2025,8,제주 TOU(3kW),216338.95459890002,212425.43019389996,243752.69999999998,249900
M0024,2025,9,제주 TOU(3kW),189844.02827110002,133882.7539,161892.30000000002,249900
M0024,2025,10,제주 TOU(3kW),140460.90075500007,110917.13784200004,119115.00000000006,249900
M0024,2025,11,구독 기본형,113526.6958609,114545.46351429998,95783.7,249900
M0024,2025,12,구독 기본형,154234.32952199999,137820.4285626,131045.99999999997,249900
M0026,2024,1,구독 기본형,115861.63316909998,110652.7644915,97806.29999999999,249900
M0026,2024,2,구독 기본형,126510.84516700004,117012.20989640003,107031.00000000003,249900
M0026,2024,3,제주 TOU(3kW),131982.4670199,103448.28028640003,111770.70000000003,249900
M0026,2024,4,제주 TOU(3kW),112696.20347509999,94778.2925026,95064.29999999999,249900
M0026,2024,5,제주 TOU(3kW),124890.3806661,100835.6591942,105627.3,249900
M0026,2024,6,구독 기본형,133314.78737360006,121358.69389140002,112924.80000000005,249900
M0026,2024,7,제주 TOU(3kW),188919.7850379,187089.91052570005,213629.7,249900
M0026,2024,8,제주 TOU(3kW),190769.30237119997,186102.579523,215661.59999999995,249900
M0026,2024,9,제주 TOU(3kW),193854.49608909996,132462.7661322,165366.3,249900
M0026,2024,10,제주 TOU(3kW),133371.93134510002,104553.31167540001,112974.3,249900
M0026,2024,11,구독 기본형,131135.3509333,120500.6505255,111036.90000000002,249900
M0026,2024,12,구독 기본형,129629.52070249994,118896.48052869996,109732.49999999996,249900
M0026,2025,1,구독 기본형,129127.34640749998,118943.47665409998,109297.49999999997,249900
M0026,2025,2,구독 기본형,132039.9573185,120095.1171567,111820.5,249900
M0026,2025,3,제주 TOU(3kW),144812.50076650002,110250.84890540001,122884.5,249900
M0026,2025,4,제주 TOU(3kW),118196.91680440004,97924.27130360002,99829.20000000004,249900
M0026,2025,5,제주 TOU(3kW),125331.9477186,101364.24045159998,106009.79999999999,249900
M0026,2025,6,구독 기본형,149614.32600799995,131448.58897519996,127043.99999999997,249900
M0026,2025,7,일반 주택용,174598.2456813,176601.49674649996,197895.90000000002,249900
M0026,2025,8,제주 TOU(3kW),190235.44641570005,190178.5912943,215075.10000000003,249900
M0026,2025,9,제주 TOU(3kW),191765.10469480004,133862.46496980003,163556.40000000008,249900
M0026,2025,10,제주 TOU(3kW),148741.23538890004,113289.25082300002,126287.70000000001,249900
M0026,2025,11,구독 기본형,123092.94301710001,116752.69436670003,104070.30000000002,249900
M0026,2025,12,구독 기본형,125103.02550550002,117279.20555050002,105811.50000000001,249900
M0027,2024,1,제주 TOU(3kW),176226.79302620003,145205.391562,150096.6,249900
M0027,2024,2,구독 기본형,153705.14171319996,132210.0133914,130587.59999999998,249900
M0027,2024,3,제주 TOU(3kW),169916.02061000007,120952.16718480003,144630.00000000006,249900
M0027,2024,4,제주 TOU(3kW),129149.16501480002,101681.8443788,109316.40000000001,249900
M0027,2024,5,제주 TOU(3kW),114959.10474649999,95238.8437574,97024.49999999999,249900
M0027,2024,6,구독 기본형,106536.08334739998,106283.18206799997,89728.19999999998,249900
M0027,2024,7,일반 주택용,137883.70183630005,154629.87755810004,157560.90000000008,249900
M0027,2024,8,제주 TOU(3kW),209357.59329029996,208658.1004542999,236082.89999999994,249900
M0027,2024,9,제주 TOU(3kW),175293.44149169998,126151.39708219998,149288.09999999998,249900
M0027,2024,10,제주 TOU(3kW),115079.28025019998,95482.76690399999,97128.59999999998,249900
M0027,2024,11,구독 기본형,143544.25092630007,125974.73228130005,121785.90000000005,249900
M0027,2024,12,제주 TOU(3kW),185867.84683600004,147988.0508078,158448.00000000003,249900
M0027,2025,1,제주 TOU(3kW),192630.57611769997,152853.91669730004,164306.09999999998,249900
M0027,2025,2,제주 TOU(3kW),180207.82304070005,145622.96726390003,153545.10000000003,249900
M0027,2025,3,제주 TOU(3kW),173938.2635494,122249.86147779999,148114.19999999998,249900
M0027,2025,4,제주 TOU(3kW),124964.49466550004,99697.82985119999,105691.50000000001,249900
M0027,2025,5,제주 TOU(3kW),129225.0106497,102045.872817,109382.09999999999,249900
M0027,2025,6,구독 기본형,124526.0445569,117591.3829727,105311.7,249900
M0027,2025,7,일반 주택용,168931.72653419996,178300.34409739997,191670.59999999995,249900
M0027,2025,8,제주 TOU(3kW),214555.2476417001,212631.23166390005,241793.1000000001,249900
M0027,2025,9,제주 TOU(3kW),145396.06193,110344.54768540003,123389.99999999999,249900
M0027,2025,10,제주 TOU(3kW),121110.2203696,98716.95554420001,102352.80000000002,249900
M0027,2025,11,구독 기본형,143903.7384561,124729.4087767,122097.29999999999,249900
M0027,2025,12,제주 TOU(3kW),172534.5998131,141249.4762917,146898.3,249900
M0028,2024,1,구독 기본형,126805.22320199996,114837.27525759998,107285.99999999997,249900
M0028,2024,2,구독 기본형,145532.16848030002,127342.86993470004,123507.90000000002,249900
M0028,2024,3,제주 TOU(3kW),155992.97853580007,114210.58865020002,132569.40000000002,249900
M0028,2024,4,제주 TOU(3kW),121133.07795820004,97719.5021656,102372.60000000002,249900
M0028,2024,5,제주 TOU(3kW),123933.4788888,99255.2441034,104798.4,249900
M0028,2024,6,구독 기본형,115860.94051490001,110819.74464329999,97805.7,249900
M0028,2024,7,일반 주택용,127339.84191110004,141680.67347910005,145977.30000000005,249900
M0028,2024,8,일반 주택용,149585.11439339997,159463.52048899996,170416.2,249900
M0028,2024,9,제주 TOU(3kW),168166.02977370005,121895.84282820002,143114.10000000003,249900
M0028,2024,10,제주 TOU(3kW),112382.7774496,93166.43298479999,94792.8,249900
M0028,2024,11,구독 기본형,122498.29938639999,111707.2304334,103555.19999999998,249900
M0028,2024,12,구독 기본형,142228.90060050003,122715.25376110002,120646.50000000003,249900
M0028,2025,1,구독 기본형,142820.0809602,125142.25851679996,121158.59999999999,249900
M0028,2025,2,구독 기본형,123160.8231287,112722.6266663,104129.09999999999,249900
M0028,2025,3,제주 TOU(3kW),132195.80451349998,102105.07615559996,111955.49999999999,249900
M0028,2025,4,구독 기본형,95431.45121299998,85054.561522,84900,249900
M0028,2025,5,구독 기본형,98538.00529999999,86591.0973186,84900,249900
M0028,2025,6,구독 기본형,102711.59318210004,103069.21935870001,86415.30000000003,249900
M0028,2025,7,일반 주택용,119890.43502309996,137224.40841409995,137793.29999999993,249900
M0028,2025,8,일반 주택용,136105.183249,147360.9003272,155607.0,249900
M0028,2025,9,제주 TOU(3kW),136015.79242649997,104676.89736839998,115264.49999999997,249900
M0028,2025,10,제주 TOU(3kW),128829.5051015,102741.02354740001,109039.50000000001,249900
M0028,2025,11,구독 기본형,116227.00825960003,109455.06023060001,98122.80000000002,249900
M0028,2025,12,구독 기본형,130765.47359050003,117035.69736530002,110716.50000000001,249900
M0029,2024,1,제주 TOU(3kW),220107.47557750004,181837.01221210003,188107.50000000003,249900
M0029,2024,2,구독 기본형,185313.03082180006,159902.87219760002,157967.40000000002,249900
M0029,2024,3,제주 TOU(3kW),170901.3212095,126380.10482720002,145483.5,249900
M0029,2024,4,일반 주택용,72770.4715948,79146.71549819999,84900,249900
M0029,2024,5,일반 주택용,58743.8954116,68852.6598564,84900,249900
M0029,2024,6,일반 주택용,50220.469695200016,72854.6032718,84900,249900
M0029,2024,7,일반 주택용,75497.1037261,112884.69287269999,89022.29999999999,249900
M0029,2024,8,일반 주택용,81208.13362549998,117703.72729149998,95296.49999999997,249900
M0029,2024,9,일반 주택용,69975.84631379998,78785.00665139999,84900,249900
M0029,2024,10,일반 주택용,65444.949731,74224.85562799998,84900,249900
M0029,2024,11,구독 기본형,120731.68484930001,119812.41934969998,102024.90000000001,249900
M0029,2024,12,제주 TOU(3kW),262173.4041248,204301.91941320003,224546.40000000002,249900
M0029,2025,1,제주 TOU(3kW),301258.1489952999,229683.50509369993,258402.89999999988,258402.89999999988
M0029,2025,2,제주 TOU(3kW),298595.2399234001,228766.0706310001,256096.2000000001,256096.2000000001
M0029,2025,3,제주 TOU(3kW),199845.26226490008,140507.64240380004,170555.70000000007,249900
M0029,2025,4,구독 기본형,110630.01599649998,95361.79359699997,93274.49999999997,249900
M0029,2025,5,일반 주택용,69009.1550764,76038.365424,84900,249900
M0029,2025,6,일반 주택용,66698.23819539997,87704.63857189997,84900,249900
M0029,2025,7,일반 주택용,64406.00787600001,107331.4241524,84900,249900
M0029,2025,8,일반 주택용,76936.19369310002,113354.87682190002,90603.30000000002,249900
M0029,2025,9,일반 주택용,65195.3561966,75007.0921278,84900,249900
M0029,2025,10,일반 주택용,66653.4951684,75323.2063864,84900,249900
M0029,2025,11,구독 기본형,118140.46548709997,117570.32204749997,99780.29999999996,249900
M0029,2025,12,제주 TOU(3kW),213546.65499510005,174743.2684921,182424.30000000005,249900
M0030,2024,1,구독 기본형,110481.44167059999,113418.16068939999,93145.8,249900
M0030,2024,2,구독 기본형,96120.29581490005,104713.61649350003,84900,249900
M0030,2024,3,구독 기본형,93709.51287179998,87081.6765868,84900,249900
M0030,2024,4,일반 주택용,71538.95000840002,78370.70905440001,84900,249900
M0030,2024,5,일반 주택용,70364.50601319999,77171.1336354,84900,249900
M0030,2024,6,구독 기본형,85853.42893539999,98270.30493279998,84900,249900
M0030,2024,7,일반 주택용,119331.7295065,145746.7278673,137179.5,249900
M0030,2024,8,일반 주택용,151285.8074322,170456.61613820004,172284.6,249900
M0030,2024,9,제주 TOU(3kW),166161.1421918,125110.58170240001,141377.40000000002,249900
M0030,2024,10,일반 주택용,73363.25623900002,80169.98033240002,84900,249900
M0030,2024,11,일반 주택용,76918.99668739998,96547.88547529999,84900,249900
M0030,2024,12,구독 기본형,103223.81096300001,107998.7481258,86859.00000000001,249900
M0030,2025,1,구독 기본형,108005.54923270002,111669.89348690001,91001.10000000002,249900
M0030,2025,2,일반 주택용,76150.86774819998,95909.73930649999,84900,249900
M0030,2025,3,구독 기본형,93020.66826989996,87256.45129599998,84900,249900
M0030,2025,4,일반 주택용,72606.7363014,79108.45790539999,84900,249900
M0030,2025,5,일반 주택용,72417.12260859998,78838.78934540002,84900,249900
M0030,2025,6,구독 기본형,85930.31355160002,98027.45176000003,84900,249900
M0030,2025,7,일반 주택용,128300.23648679994,152820.09238439993,147032.3999999999,249900
M0030,2025,8,일반 주택용,135514.5282967,157585.6663185,154958.1,249900
M0030,2025,9,제주 TOU(3kW),149224.70802050005,116517.52158620003,126706.50000000003,249900
M0030,2025,10,구독 기본형,96977.10906029999,89828.05342,84900,249900
M0030,2025,11,일반 주택용,70188.67800979997,90676.14244569998,84900,249900
M0030,2025,12,구독 기본형,89611.07797039997,99804.68455299997,84900,249900
M0035,2024,1,구독 기본형,102462.58399720001,108225.09976460002,86199.60000000002,249900
M0035,2024,2,일반 주택용,73075.449741,92575.3790745,84900,249900
M0035,2024,3,일반 주택용,66895.10751419999,74877.87504119998,84900,249900
M0035,2024,4,일반 주택용,64642.4774954,73430.6769854,84900,249900
M0035,2024,5,일반 주택용,66786.27312420002,74851.82128060002,84900,249900
M0035,2024,6,구독 기본형,96296.57630880001,103787.1730182,84900,249900
M0035,2024,7,일반 주택용,155905.91429209997,170834.29017969992,177360.29999999993,249900
M0035,2024,8,일반 주택용,204823.23106979998,207289.41857259997,231101.4,249900
M0035,2024,9,제주 TOU(3kW),209099.81503110006,143455.70197280005,178572.30000000005,249900
M0035,2024,10,일반 주택용,63635.39660659999,73594.3412778,84900,249900
M0035,2024,11,일반 주택용,66445.50055639999,87271.39238579999,84900,249900
M0035,2024,12,일반 주택용,72031.60701379999,93214.87606549998,84900,249900
M0035,2025,1,구독 기본형,110535.12237109996,111688.67764669999,93192.29999999997,249900
M0035,2025,2,일반 주택용,66697.754487,87779.2759501,84900,249900
M0035,2025,3,구독 기본형,113476.47843140001,97407.53030819999,95740.20000000001,249900
M0035,2025,4,일반 주택용,61371.64129460001,71165.98085380002,84900,249900
M0035,2025,5,일반 주택용,57162.16894359997,68231.69683119998,84900,249900
M0035,2025,6,구독 기본형,91054.91565030001,100473.05066330002,84900,249900
M0035,2025,7,일반 주택용,168950.29543700002,177968.098637,191691.00000000006,249900
M0035,2025,8,일반 주택용,173160.7941469,181771.4823463,196316.7,249900
M0035,2025,9,일반 주택용,52087.82597339997,64317.24738459999,84900,249900
M0035,2025,10,제주 TOU(3kW),85633.85755399997,83662.25557899999,84900,249900
M0035,2025,11,일반 주택용,35283.5543032,60814.400427199995,84900,249900
M0035,2025,12,일반 주택용,26689.388600000002,54155.579643900004,84900,249900
M0036,2024,1,구독 기본형,131261.06767060002,123624.55511560001,111145.80000000003,249900
M0036,2024,2,구독 기본형,118343.41316769998,116422.67382969997,99956.09999999999,249900
M0036,2024,3,구독 기본형,114389.05033990002,97471.093559,96530.7,249900
M0036,2024,4,제주 TOU(3kW),85287.53045399999,83437.4623558,84900,249900
M0036,2024,5,구독 기본형,96669.57059549999,88797.3614304,84900,249900
M0036,2024,6,구독 기본형,99826.68843909996,105876.78147269996,84900,249900
M0036,2024,7,일반 주택용,112026.23161520004,136922.88711500002,129153.60000000005,249900
M0036,2024,8,일반 주택용,167365.93111280003,179985.06010800003,189950.40000000002,249900
M0036,2024,9,제주 TOU(3kW),172766.29264299996,127067.19547900002,147098.99999999997,249900
M0036,2024,10,구독 기본형,108921.58441220001,95032.4397932,91794.6,249900
M0036,2024,11,구독 기본형,117165.55470060001,115490.686416,98935.8,249900
M0036,2024,12,구독 기본형,147703.6393973,134157.38926169998,125388.9,249900
M0036,2025,1,구독 기본형,142943.3734078,130853.447774,121265.40000000002,249900
M0036,2025,2,구독 기본형,136420.9951335,127065.91464349999,115615.5,249900
M0036,2025,3,구독 기본형,101359.18585659996,91412.77342539997,85243.79999999996,249900
M0036,2025,4,구독 기본형,93756.6133574,87664.62567659999,84900,249900
M0036,2025,5,구독 기본형,104236.1250763,92747.54601840001,87735.90000000001,249900
M0036,2025,6,구독 기본형,116302.16124029997,115539.14392229998,98187.89999999998,249900
M0036,2025,7,일반 주택용,126553.39426310004,147837.80874730003,145113.30000000005,249900
M0036,2025,8,일반 주택용,164038.00143009998,177635.48137929995,186294.3,249900
M0036,2025,9,제주 TOU(3kW),177370.36511039996,129612.45848599999,151087.19999999995,249900
M0036,2025,10,구독 기본형,115905.27038369997,99012.8635944,97844.09999999998,249900
M0036,2025,11,구독 기본형,117873.10096590001,116181.9509123,99548.70000000001,249900
M0036,2025,12,구독 기본형,148196.1165335,135573.2702415,125815.5,249900
M0038,2024,1,구독 기본형,150252.26052620003,137441.15023659996,127596.6,249900
M0038,2024,2,구독 기본형,133542.67060540002,128185.0573122,113122.20000000001,249900
M0038,2024,3,제주 TOU(3kW),123564.9868544,102758.8033248,104479.20000000001,249900
M0038,2024,4,구독 기본형,89401.55007490002,86090.923674,84900,249900
M0038,2024,5,구독 기본형,92404.55235900001,87546.22170420001,84900,249900
M0038,2024,6,구독 기본형,111441.46039179998,114708.32391759998,93977.39999999998,249900
M0038,2024,7,일반 주택용,180169.18959339996,189864.50417059998,204016.19999999995,249900
M0038,2024,8,일반 주택용,178145.72533239998,188163.7987348,201793.19999999995,249900
M0038,2024,9,제주 TOU(3kW),165411.69034740003,123883.19327580003,140728.2,249900
M0038,2024,10,구독 기본형,92518.84030199997,87267.15959919998,84900,249900
M0038,2024,11,구독 기본형,117342.18152160001,117055.54800519999,99088.8,249900
M0038,2024,12,구독 기본형,181553.65015129998,155597.01012869997,154710.9,249900
M0038,2025,1,제주 TOU(3kW),208826.21662209998,170773.92129769997,178335.3,249900
M0038,2025,2,제주 TOU(3kW),184889.4727785001,156041.77977710002,157600.50000000006,249900
M0038,2025,3,제주 TOU(3kW),151399.6422085,115502.31863380001,128590.5,249900
M0038,2025,4,구독 기본형,97276.3356747,89712.14687960001,84900,249900
M0038,2025,5,구독 기본형,95431.79754010003,88796.65232200001,84900,249900
M0038,2025,6,구독 기본형,143378.70657249997,133334.88550269997,121642.49999999997,249900
M0038,2025,7,일반 주택용,158862.73899089993,173936.31462829994,180608.69999999992,249900
M0038,2025,8,일반 주택용,154898.55131520002,170675.24670000002,176253.60000000003,249900
M0038,2025,9,제주 TOU(3kW),152642.9564975,117176.1338496,129667.5,249900
M0038,2025,10,구독 기본형,118617.01157670002,100333.03297220002,100193.10000000003,249900
M0038,2025,11,구독 기본형,111502.76028849998,113973.7758593,94030.49999999999,249900
M0038,2025,12,구독 기본형,151623.023188,136501.25252259997,128784.0,249900
M0040,2024,1,구독 기본형,99825.30313069998,103252.6480755,84900,249900
M0040,2024,2,구독 기본형,103771.3541081,105488.1898441,87333.3,249900
M0040,2024,3,구독 기본형,95227.81087819998,86499.26349819999,84900,249900
M0040,2024,4,제주 TOU(3kW),112458.27675739999,94612.73552639999,94858.19999999998,249900
M0040,2024,5,제주 TOU(3kW),128586.03715020002,102277.65614500002,108828.60000000002,249900
M0040,2024,6,구독 기본형,130168.40567010001,119921.9880929,110199.3,249900
M0040,2024,7,일반 주택용,114456.027161,134501.22535360002,131823.00000000003,249900
M0040,2024,8,일반 주택용,132338.4267016,147480.07065960002,151468.8,249900
M0040,2024,9,제주 TOU(3kW),153630.3350596,114484.24160599998,130522.8,249900
M0040,2024,10,제주 TOU(3kW),129543.9779088,102636.8127876,109658.40000000001,249900
M0040,2024,11,구독 기본형,101175.9788207,103637.71873069997,85085.09999999999,249900
M0040,2024,12,구독 기본형,85313.85131360001,94627.190203,84900,249900
M0040,2025,1,구독 기본형,92710.01286120001,98641.9370146,84900,249900
M0040,2025,2,구독 기본형,86609.80732180004,95457.79100620002,84900,249900
M0040,2025,3,일반 주택용,71298.30507939999,76989.12065599997,84900,249900
M0040,2025,4,일반 주택용,71916.24256039999,77369.90037139998,84900,249900
M0040,2025,5,구독 기본형,104784.70720269995,90876.956828,88211.09999999996,249900
M0040,2025,6,구독 기본형,119570.45008300006,114120.8052936,101019.00000000004,249900
M0040,2025,7,일반 주택용,122742.12696340005,139207.85279240002,140926.20000000004,249900
M0040,2025,8,일반 주택용,115181.85280280006,134613.24802660002,132620.40000000008,249900
M0040,2025,9,제주 TOU(3kW),129333.06470489998,102654.65139439997,109475.7,249900
M0040,2025,10,제주 TOU(3kW),117403.4814183,97053.1857302,99141.90000000001,249900
M0040,2025,11,구독 기본형,90639.66945739998,97571.60663179998,84900,249900
M0040,2025,12,구독 기본형,86514.5673693,95126.03590349999,84900,249900
M0048,2024,1,일반 주택용,47431.89076920001,69840.6581558,84900,249900
M0048,2024,2,일반 주택용,43928.87453640001,67358.55966700001,84900,249900
M0048,2024,3,일반 주택용,44799.30780219999,59077.89155379999,84900,249900
M0048,2024,4,일반 주택용,41591.3536934,56979.455421000006,84900,249900
M0048,2024,5,일반 주택용,45937.71552159999,59899.3183516,84900,249900
M0048,2024,6,일반 주택용,43024.823536799995,66335.3209792,84900,249900
M0048,2024,7,일반 주택용,38803.45299599999,76518.4937958,84900,249900
M0048,2024,8,일반 주택용,44789.93274,83049.4612752,84900,249900
M0048,2024,9,일반 주택용,64078.957209399974,73190.31515879999,84900,249900
M0048,2024,10,일반 주택용,41300.403090800006,56920.9803498,84900,249900
M0048,2024,11,일반 주택용,38396.943419799994,62511.861342699995,84900,249900
M0048,2024,12,일반 주택용,43851.481192399995,66496.0190076,84900,249900
M0048,2025,1,일반 주택용,46093.7114806,68274.7970303,84900,249900
M0048,2025,2,일반 주택용,42554.17526360002,65964.14285300001,84900,249900
M0048,2025,3,일반 주택용,42463.4799386,57383.1610212,84900,249900
M0048,2025,4,일반 주택용,37020.309313400016,53650.27848740001,84900,249900
M0048,2025,5,일반 주택용,40656.34535620001,56270.59090380001,84900,249900
M0048,2025,6,일반 주택용,42477.7493364,65525.70311279999,84900,249900
M0048,2025,7,일반 주택용,37218.19676400001,74872.60293519999,84900,249900
